date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:15	26386/26386	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/js/zepto.min.js	/home/brianokinyi/websites/hackmit/hackmit.org/js/zepto.min.js	(from https://hackmit.org/)
17:16:16	1259/1259	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/js/video.js	/home/brianokinyi/websites/hackmit/hackmit.org/js/video.js	(from https://hackmit.org/)
17:16:16	4843/4843	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/js/zepto-fx.js	/home/brianokinyi/websites/hackmit/hackmit.org/js/zepto-fx.js	(from https://hackmit.org/)
17:16:17	11996/11996	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/js/app.js	/home/brianokinyi/websites/hackmit/hackmit.org/js/app.js	(from https://hackmit.org/)
17:16:17	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://hackmit.org/)
17:16:17	329/329	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Register%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Register%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:18	1226/1226	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/FAQ%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/FAQ%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:19	1123/1123	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Speakers%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Speakers%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:20	3055/3055	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Sponsors%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Sponsors%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:21	963/963	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Back%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Back%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:22	2958/2958	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/medium-m-gray-200px.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/medium-m-gray-200px.png	(from https://hackmit.org/stylesheets/app.css)
17:16:23	1636/1636	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Mail%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Mail%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:25	18192/18192	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Twitter%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Twitter%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:25	615/615	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Facebook%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Facebook%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:26	1882/1882	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/icons/Instagram%20Icon@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/icons/Instagram%20Icon@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:27	1412/1412	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/hex-button-border@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/hex-button-border@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:29	1389/1389	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/hex-button-border-disabled@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/hex-button-border-disabled@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:30	5133/5133	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/border-top-left@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/border-top-left@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:31	2366/2366	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/border-top-right@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/border-top-right@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:31	5133/5133	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/images/border-top-left@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/border-top-left@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:32	2240/2240	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/border-bottom-left@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/border-bottom-left@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:34	4375/4375	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/border-bottom-right@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/border-bottom-right@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:36	2208/2208	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/border-top-left-mobile@2x.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/border-top-left-mobile@2x.png	(from https://hackmit.org/stylesheets/app.css)
17:16:45	44/44	URF---	200	added ('OK%20(cached)')	image/gif		https://www.facebook.com/tr?id=128200464453427&ev=PageView&noscript=1	/home/brianokinyi/websites/hackmit/www.facebook.com/trb675.gif	(from https://hackmit.org/)
17:16:45	241424/241424	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/images/hack-logo/hack_logo_glow.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/images/hack-logo/hack_logo_glow.png	(from https://hackmit.org/stylesheets/app.css)
17:16:47	73916/73916	UR-M--	200	added ('Partial%20Content')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/StateStreet-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/StateStreet-logo.png	(from https://hackmit.org/)
17:16:49	8909/8909	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Dec%202017%2004:54:02%20GMT	https://hackmit.org/assets/logos/BNPParibas-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/BNPParibas-logo.png	(from https://hackmit.org/)
